Accumulated Samples,Performance,Estimated Performance,Average Distance,Lower Bound,Upper Bound,Episode,Estimated Optimistic Performance,Optimistic Performance
0,13291.63617861,13290.75011004,0.52457565,0.5,0.5,0.0,20.00000039,561.71800039
24,630.97976791,13240.18245864,0.35520167,0.5,0.5,1.0,20.00000039,10734.6067055
125,630.97976791,12201.86688048,0.3289999,0.5,0.5,2.0,20.00000039,26258.49826436
226,561.71800039,9045.27495179,0.21594084,0.5,0.5,3.0,33.74049032,561.71800039
327,561.71800039,9027.8315145,0.12885085,0.5,0.5,4.0,33.74046246,561.71800039
674,561.71800039,3385.64963501,0.10892918,0.5,0.5,8.0,78.19189803,561.71800039
1232,561.71800039,1670.90930934,0.10062096,0.5,0.5,14.0,117.03785683,561.71800039
3605,561.71800039,1333.88081101,0.08609174,0.5,0.5,38.0,277.03871318,561.71800039
10478,561.71800039,1004.84071249,0.08190473,0.5,0.5,110.0,401.14208061,561.71800039
29683,561.71800039,790.97735893,0.0782752,0.5,0.5,316.0,460.49371162,561.71800039
86424,561.71800039,668.17871433,0.07566207,0.5,0.5,919.0,487.74485323,561.71800039
259578,561.71800039,630.78748588,0.07475933,0.5,0.5,2738.0,525.96398891,561.71800039
775164,561.71800039,602.6112303,0.07403894,0.5,0.5,8164.0,542.50870188,561.71800039
2255119,561.71800039,580.77390533,0.07345441,0.5,0.5,23772.0,546.13533179,561.71800039
6774965,561.71800039,570.1942597,0.07325278,0.5,0.5,71434.0,550.33111207,561.71800039
20316069,561.71800039,567.51714861,0.07308895,0.5,0.5,214302.0,556.01139388,561.71800039
60639299,561.71800039,564.88467068,0.07302553,0.5,0.5,639951.0,558.22781687,561.71800039
94771481,561.71800039,564.43508568,0.07300087,0.5,0.5,1000000.0,559.1078663,561.71800039
